c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,nombre_cientifico,ciclo_de_cultivo
17,CALDAS,17513,PACORA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,4100,3300,3630,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17433,MANZANARES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3967,3686,4165,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17662,SAMANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3887,3573,3573,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17088,BELALCAZAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3612,3246,3895,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17614,RIOSUCIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3522,3111,4262,1.37,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17616,RISARALDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3110,2840,2848,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17653,SALAMINA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3017,2569,2235,0.87,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17272,FILADELFIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,2585,2265,5098,2.25,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17050,ARANZAZU,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,2291,1999,1999,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17665,SAN JOSE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1954,1954,2198,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17777,SUPIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1934,1719,2579,1.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17873,VILLAMARIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1719,1569,1255,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17388,LA MERCED,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1191,991,940,0.95,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17877,VITERBO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,890,800,1050,1.31,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17442,MARMATO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,720,694,902,1.3,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17867,VICTORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,250,230,184,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
17,CALDAS,17446,MARULANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,218,192,204,1.06,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,967,714,714,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,702,552,708,1.28,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,660,637,785,1.23,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,329,260,275,1.06,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,176,170,182,1.07,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,176,165,200,1.21,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,36,18,18,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,23,5,6,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18479,MORELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,18,15,15,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18756,SOLANO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,5,0,0,,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
85,CASANARE,85400,TAMARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,2512,1726,2120,1.23,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
85,CASANARE,85225,NUNCHIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,281,220,200,0.91,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
85,CASANARE,85136,LA SALINA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,118,71,71,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
85,CASANARE,85315,SACAMA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,116,85,94,1.11,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
85,CASANARE,85162,MONTERREY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,64,23,13,0.57,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
85,CASANARE,85279,RECETOR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,24,24,19,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
85,CASANARE,85300,SABANALARGA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,22,11,12,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
85,CASANARE,85010,AGUAZUL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,17,15,14,0.93,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
85,CASANARE,85015,CHAMEZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,12,10,8,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
85,CASANARE,85001,YOPAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,12,5,6,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
85,CASANARE,85125,HATO COROZAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,9,9,9,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19256,EL TAMBO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,6736,4429,4724,1.07,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19548,PIENDAMO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,6085,5447,6074,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19130,CAJIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,5899,5318,4117,0.77,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19473,MORALES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,5314,3942,4557,1.16,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3640,2441,2473,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19137,CALDONO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3452,3126,2294,0.73,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19355,INZA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3293,2646,2206,0.83,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19001,POPAYAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3270,2294,2229,0.97,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3256,2319,1467,0.63,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,2834,1974,1526,0.77,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19100,BOLIVAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,2351,1729,960,0.56,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19517,PAEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,2341,2222,1218,0.55,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19397,LA VEGA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,2041,1658,1238,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1884,1378,848,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
19,CAUCA,19212,CORINTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1665,1256,731,0.58,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
