c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,ciclo_de_cultivo,nombre_cientifico
15,BOYACA,15514,PAEZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,28,26,26,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15090,BERBEO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,27,25,16,0.64,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15109,BUENAVISTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,26,26,27,1.05,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15204,COMBITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,25,25,25,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15172,CHINAVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,21,19,16,0.85,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15511,PACHAVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,21,16,26,1.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15185,CHITARAQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,20,19,15,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15550,PISBA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,20,20,14,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15599,RAMIRIQUI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,19,19,12,0.63,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15236,CHIVOR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,17,17,19,1.12,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15135,CAMPOHERMOSO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,15,14,14,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15455,MIRAFLORES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,15,14,16,1.14,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15542,PESCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,15,15,10,0.67,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15810,TIPACOQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,15,15,15,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15820,TOPAGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,15,15,15,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15842,UMBITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,15,13,14,1.05,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15879,VIRACACHA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,15,15,16,1.05,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15114,BUSBANZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,14,14,17,1.24,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15377,LABRANZAGRANDE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,12,12,10,0.83,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15761,SOMONDOCO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,12,11,10,0.91,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15187,CHIVATA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,11,10,12,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15162,CERINZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,10,10,12,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15403,LA UVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,10,9,11,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15494,NUEVO COLON,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,10,8,8,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15693,SANTA ROSA DE VITERBO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,10,10,13,1.33,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15759,SOGAMOSO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,8,8,13,1.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15832,TUNUNGUA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,8,8,6,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15322,GUATEQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,7,7,6,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15763,SOTAQUIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,7,7,8,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15837,TUTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,7,7,11,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15106,BRICEÑO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,6,6,5,0.83,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15232,CHIQUIZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,5,4,7,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15299,GARAGOA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,5,5,10,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15778,SUTATENZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,5,5,7,1.44,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15407,VILLA DE LEYVA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,5,5,9,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15676,SAN MIGUEL DE SEMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,4,4,6,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15226,CUITIVA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,3,2,1,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15380,LA CAPILLA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,2,2,4,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15516,PAIPA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,2,2,3,1.83,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15518,PAJARITO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,1,1,2,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15638,SACHICA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,1,1,1,1.1,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17616,RISARALDA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,530,530,896,1.69,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17662,SAMANA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,98,94,78,0.83,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17614,RIOSUCIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,78,75,85,1.13,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17513,PACORA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,62,62,62,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17050,ARANZAZU,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,50,50,100,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17541,PENSILVANIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,50,50,60,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17444,MARQUETALIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,48,46,58,1.26,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17042,ANSERMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,47,46,52,1.13,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17486,NEIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,47,47,39,0.83,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17013,AGUADAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,34,34,35,1.02,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17877,VITERBO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,25,25,27,1.08,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17388,LA MERCED,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,24,24,19,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17777,SUPIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,24,22,25,1.14,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17442,MARMATO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,22,22,12,0.55,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17174,CHINCHINA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,22,22,35,1.58,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17001,MANIZALES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,18,18,17,0.94,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17272,FILADELFIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,10,10,20,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17433,MANZANARES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,10,6,12,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17088,BELALCAZAR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,8,7,12,1.71,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17665,SAN JOSE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,5,5,2,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17446,MARULANDA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,4,4,3,0.75,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17867,VICTORIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,4,4,3,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
18,CAQUETA,18410,MONTAÑITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,160,150,120,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,95,90,90,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
18,CAQUETA,18460,MILAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,6,6,5,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19517,PAEZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,385,295,354,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19256,EL TAMBO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,210,200,315,1.58,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19130,CAJIBIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,153,153,175,1.14,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19473,MORALES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,140,120,155,1.29,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19392,LA SIERRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,100,90,115,1.28,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19110,BUENOS AIRES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,90,70,86,1.23,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19397,LA VEGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,80,66,35,0.53,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19364,JAMBALO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,77,76,94,1.24,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19450,MERCADERES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,60,30,24,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19780,SUAREZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,60,55,94,1.71,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19743,SILVIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,50,30,60,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19824,TOTORO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,50,40,32,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19698,SANTANDER DE QUILICHAO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,40,40,60,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19001,POPAYAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,33,30,49,1.63,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19022,ALMAGUER,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,30,25,35,1.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19142,CALOTO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,30,27,32,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19701,SANTA ROSA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,30,23,28,1.22,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19807,TIMBIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,30,29,23,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19760,SOTARA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,23,23,41,1.78,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19355,INZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,22,20,30,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19075,BALBOA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,20,20,14,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19137,CALDONO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,20,20,14,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19585,PURACE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,12,12,21,1.75,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19532,PATIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,10,4,3,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19622,ROSAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,10,10,7,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19693,SAN SEBASTIAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,9,8,6,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19050,ARGELIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,7,7,18,2.57,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19785,SUCRE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,7,7,11,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19455,MIRANDA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,6,6,5,0.89,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19548,PIENDAMO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,5,5,5,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19821,TORIBIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,1,1,1,1.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19845,VILLA RICA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,1,1,1,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20045,BECERRIL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,335,335,235,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20400,LA JAGUA DE IBIRICO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,335,335,235,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20011,AGUACHICA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,280,280,168,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20570,PUEBLO BELLO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,250,250,150,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20013,AGUSTIN CODAZZI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,230,230,138,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20178,CHIRIGUANA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,200,190,114,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20001,VALLEDUPAR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,200,200,120,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20310,GONZALEZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,100,100,60,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20443,MANAURE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,100,100,70,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20228,CURUMANI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,80,80,48,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20787,TAMALAMEQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,70,18,11,0.61,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20383,LA GLORIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,60,60,36,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20614,RIO DE ORO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,60,60,36,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20621,LA PAZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,30,30,21,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20750,SAN DIEGO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,27,27,16,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20517,PAILITAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,20,15,11,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
27,CHOCO,27245,CARMEN DEL ATRATO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,12,12,12,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23168,CHIMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,32,30,24,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23182,CHINU,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,29,26,16,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23670,SAN ANDRES DE SOTAVENTO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,29,29,26,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23672,SAN ANTERO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,15,14,21,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25745,SIMIJACA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,913,867,1360,1.57,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25653,SAN CAYETANO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,570,570,627,1.1,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25120,CABRERA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,315,307,522,1.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25312,GRANADA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,140,130,187,1.44,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25175,CHIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,120,120,120,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25524,PANDI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,106,89,146,1.64,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25592,QUEBRADANEGRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,102,102,154,1.51,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25594,QUETAME,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,95,95,176,1.85,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25649,SAN BERNARDO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,75,75,125,1.67,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25290,FUSAGASUGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,56,56,94,1.68,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25506,VENECIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,50,45,70,1.56,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25377,LA CALERA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,47,41,63,1.54,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25743,SILVANIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,39,39,75,1.92,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25535,PASCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,35,10,16,1.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25181,CHOACHI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,30,30,54,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25281,FOSCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,28,28,56,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25491,NOCAIMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,28,28,46,1.64,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25807,TIBIRITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2008,2008A,20,20,40,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
