c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,nombre_cientifico,ciclo_de_cultivo
63,QUINDIO,63001,ARMENIA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,4900,4881,63453,13.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
63,QUINDIO,63130,CALARCA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,3403,3130,43470,13.89,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
63,QUINDIO,63594,QUIMBAYA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,2998,2132,22174,10.4,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
63,QUINDIO,63470,MONTENEGRO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,2500,2125,27625,13.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
63,QUINDIO,63272,FILANDIA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,2277,2049,14345,7.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
63,QUINDIO,63548,PIJAO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,2150,2150,9675,4.5,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
63,QUINDIO,63111,BUENAVISTA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,2015,1990,15920,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
63,QUINDIO,63302,GENOVA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1599,1530,10950,7.16,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
63,QUINDIO,63212,CORDOBA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1092,967,8281,8.56,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
63,QUINDIO,63190,CIRCASIA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,850,800,6400,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
63,QUINDIO,63401,LA TEBAIDA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,771,655,9699,14.8,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
63,QUINDIO,63690,SALENTO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,665,545,3270,6.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66088,BELEN DE UMBRIA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,4349,3980,45220,11.36,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66001,PEREIRA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,3270,3144,28505,9.07,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66440,MARSELLA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,2407,2235,14046,6.28,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66594,QUINCHIA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,2133,2130,10657,5.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66045,APIA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1882,1854,17688,9.54,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66682,SANTA ROSA DE CABAL,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1768,1761,18094,10.28,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66318,GUATICA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1051,942,4570,4.85,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66075,BALBOA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1009,994,5150,5.18,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66687,SANTUARIO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,954,951,5822,6.13,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66383,LA CELIA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,815,804,7605,9.46,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66170,DOS QUEBRADAS,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,413,373,5894,15.81,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66456,MISTRATO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,227,187,1496,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66572,PUEBLO RICO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,172,165,525,3.18,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
66,RISARALDA,66400,LA VIRGINIA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,16,14,358,26.52,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
88,SAN ANDRES Y PROVIDENCIA,88001,SAN ANDRES,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,0,0,1,5.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68235,EL CARMEN DE CHUCURI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,2642,2246,18190,8.1,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68755,SOCORRO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,2250,1590,19875,12.5,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68689,SAN VICENTE DE CHUCURI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1860,1581,9644,6.1,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68533,PARAMO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1350,1148,8033,7.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68615,RIONEGRO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1000,767,9204,12.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68397,LA PAZ,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,675,675,5400,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68855,VALLE DE SAN JOSE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,668,600,6000,10.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68575,PUERTO WILCHES,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,564,512,1536,3.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68190,CIMITARRA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,450,383,3825,10.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68051,ARATOCA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,427,427,7180,16.81,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68081,BARRANCABERMEJA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,306,258,2448,9.5,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68720,SANTA HELENA DEL OPON,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,300,250,2250,9.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68377,LA BELLEZA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,284,284,2272,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68368,JESUS MARIA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,260,211,1794,8.5,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68444,MATANZA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,258,211,2320,11.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68176,CHIMA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,250,213,1063,5.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68385,LANDAZURI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,242,242,1936,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68524,PALMAS DEL SOCORRO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,210,179,1964,11.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68209,CONFINES,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,178,150,1500,10.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68549,PINCHOTE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,170,130,2210,17.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68255,EL PLAYON,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,165,145,1305,9.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68092,BETULIA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,150,128,1020,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68773,SUCRE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,150,100,2000,20.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68271,FLORIAN,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,148,148,296,2.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68217,COROMORO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,140,119,794,6.67,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68770,SUAITA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,120,102,816,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68344,HATO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,90,80,560,7.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68077,BARBOSA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,84,71,286,4.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68547,PIEDECUESTA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,80,80,640,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68406,LEBRIJA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,78,53,424,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68245,EL GUACAMAYO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,74,65,325,5.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68745,SIMACOTA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,70,33,297,9.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68895,ZAPATOCA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,70,70,525,7.5,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68296,GALAN,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,65,45,180,4.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68573,PUERTO PARRA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,60,40,400,10.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68655,SABANA DE TORRES,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,55,52,629,12.1,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68020,ALBANIA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,50,43,340,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68079,BARICHARA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,50,40,400,10.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68572,PUENTE NACIONAL,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,38,32,320,10.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68686,SAN MIGUEL,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,38,33,297,9.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68324,GUAVATA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,31,26,260,10.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68211,CONTRATACION,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,30,30,300,10.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68229,CURITI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,30,25,375,15.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68502,ONZAGA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,29,15,75,5.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68169,CHARTA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,29,15,203,14.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68500,OIBA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,26,21,126,6.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68669,SAN ANDRES,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,26,26,156,6.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68250,EL PEÑON,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,21,13,169,13.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68179,CHIPATA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,16,14,252,18.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68498,OCAMONTE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,9,7,21,3.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68298,GAMBITA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,4,3,18,6.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68425,MACARAVITA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,4,3,6,2.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
68,SANTANDER,68327,GUEPSA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,3,3,9,3.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70713,SAN ONOFRE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,340,340,2890,8.5,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70204,COLOSO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,337,334,1570,4.7,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70771,SUCRE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,170,80,400,5.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70235,GALERAS,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,131,121,484,4.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70429,MAJAGUAL,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,103,103,412,4.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70265,GUARANDA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,88,63,347,5.5,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70473,MORROA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,88,42,189,4.5,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70230,CHALAN,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,85,71,483,6.8,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70708,SAN MARCOS,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,82,77,539,7.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70523,PALMITO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,70,60,241,4.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70508,OVEJAS,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,65,55,358,6.5,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70418,LOS PALMITOS,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,55,50,210,4.2,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70001,SINCELEJO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,51,46,184,4.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70820,TOLU,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,50,41,164,4.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70124,CAIMITO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,46,12,26,2.3,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70233,EL ROBLE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,33,33,165,5.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70742,SINCE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,24,12,60,5.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70823,TOLUVIEJO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,23,21,62,3.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70678,SAN BENITO ABAD,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,22,22,44,2.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70717,SAN PEDRO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,20,17,85,5.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70110,BUENAVISTA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,20,11,42,4.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70221,COVEÑAS,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,18,10,50,5.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70400,LA UNION,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,13,13,52,4.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70670,SAMPUES,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,9,4,12,3.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
70,SUCRE,70215,COROZAL,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,5,5,40,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
73,TOLIMA,73555,PLANADAS,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,4530,4077,29697,7.28,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
73,TOLIMA,73283,FRESNO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1880,1598,10387,6.5,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
73,TOLIMA,73411,LIBANO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1385,1200,14520,12.1,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
73,TOLIMA,73504,ORTEGA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1320,1310,9170,7.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
73,TOLIMA,73270,FALAN,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1300,1240,10850,8.75,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
73,TOLIMA,73217,COYAIMA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1140,1026,8208,8.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
73,TOLIMA,73001,IBAGUE,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,1120,1000,10000,10.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
73,TOLIMA,73067,ATACO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,956,931,3724,4.0,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
73,TOLIMA,73043,ANZOATEGUI,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,710,550,2856,5.19,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
73,TOLIMA,73616,RIOBLANCO,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,700,595,4868,8.18,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
73,TOLIMA,73624,ROVIRA,TUBERCULOS Y PLATANOS,PLATANO,PLATANO,PLATANO,2013,2013,646,582,3376,5.8,FRUTO FRESCO,MUSA X PARADISIACA,PERMANENTE
